# Time Magnitude Flag
333.193895 3.207042 0
344.847874 3.324039 0
345.009959 3.424146 0
361.877576 3.382946 0
366.924522 3.246436 0
404.978721 3.181303 0
407.535834 3.140071 0
407.875684 4.140711 0
407.890892 3.376734 0
409.019677 3.999624 0
411.347072 3.602610 0
413.712712 4.958290 0
418.040131 3.627324 0
422.356862 3.147755 0
426.074854 3.057135 0
429.814733 3.278134 0
434.032767 4.815322 0
443.854890 3.213433 0
443.927743 3.096334 0
447.447925 3.261147 0
449.047681 3.028623 0
459.744480 3.035324 0
459.863288 3.118516 0
466.189084 5.070871 0
466.226167 3.127397 0
467.852826 3.935483 0
469.647950 3.159033 0
470.952588 3.192473 0
470.955248 3.483871 0
478.465965 3.755840 0
479.133134 3.658547 0
480.300198 3.730172 0
480.313025 4.021545 0
482.282440 3.049723 0
488.961444 3.373988 0
494.444535 3.251565 0
496.037360 3.008758 0
497.531875 2.960179 0
498.366733 3.211991 0
504.745032 3.597495 0
511.060764 2.965201 0
511.061089 3.609112 0
511.083258 3.210101 0
511.518928 3.184558 0
513.747060 3.431350 0
519.190240 2.994316 0
519.891375 3.151359 0
520.341955 3.431951 0
526.080278 3.280246 0
540.216373 2.960927 0
547.556980 3.132744 0
549.322912 4.061231 0
549.325081 2.950646 0
549.784513 3.592130 0
549.785190 3.529005 0
549.807676 3.190456 0
552.007537 3.444137 0
552.469844 3.308828 0
553.578459 2.996176 0
554.289950 3.155486 0
554.676346 3.374263 0
554.703145 3.248405 0
561.139053 3.070339 0
562.379605 3.342019 0
574.190343 3.736444 0
575.327112 3.254070 0
583.533412 3.585748 0
583.584625 3.908310 0
588.731838 2.988752 0
594.150514 3.468106 0
597.308012 3.230121 0
604.774308 3.301611 0
608.849880 3.394459 0
612.334525 3.091121 0
616.224606 3.184208 0
632.683434 3.042290 0
637.153918 3.232637 0
640.100053 3.066922 0
646.648091 3.630279 0
646.668766 2.978110 0
656.513174 3.420856 0
660.339443 2.967781 0
661.091262 3.599904 0
662.084009 3.259103 0
662.973833 3.315037 0
666.113443 3.980532 0
666.426019 3.054358 0
671.335020 4.826070 0
674.747986 3.393243 0
683.562712 3.008308 0
686.946975 3.033046 0
699.408220 3.456090 0
702.465568 3.316783 0
717.420322 3.072853 0
721.148978 3.449953 0
724.891851 3.953033 0
728.824736 3.092443 0
729.556694 3.568548 0
730.218222 4.840266 0
731.240590 3.705223 0
737.016032 4.804297 0
738.338904 2.964895 0
745.989684 3.428839 0
750.195530 3.351082 0
750.412322 3.281190 0
753.436038 3.685021 0
754.966999 4.424092 0
757.537677 3.084264 0
760.460278 2.975032 0
768.190227 3.041592 0
769.528731 4.548743 0
770.044056 3.027293 0
771.372372 3.580070 0
771.388738 2.995207 0
771.395965 2.971073 0
771.398632 3.086521 0
771.509038 3.005078 0
771.618414 3.070162 0
771.816319 3.430504 0
780.529439 3.226849 0
781.712704 3.579125 0
781.715037 3.445417 0
788.753550 3.273032 0
791.029986 3.020888 0
795.023769 3.291985 0
796.972295 3.168814 0
798.802016 3.560102 0
799.858568 3.836316 0
803.704176 3.348524 0
807.699792 3.062258 0
822.723017 4.687805 0
830.742767 3.867629 0
837.175503 3.039964 0
837.913362 4.297483 0
842.325764 3.126428 0
846.323362 3.728672 0
846.456912 3.432810 0
852.036780 3.223568 0
852.366736 3.309346 0
856.195117 2.956668 0
860.798902 3.333766 0
862.799226 3.031881 0
863.155274 3.488438 0
868.323771 3.130049 0
868.634231 2.964333 0
870.814968 3.302104 0
872.574650 4.708753 0
872.651672 3.621171 0
877.382611 3.370258 0
877.624877 4.087002 0
880.434880 3.350962 0
893.579767 2.954565 0
896.297309 3.227274 0
904.074324 3.215865 0
904.091458 3.116182 0
906.526541 3.657938 0
923.286041 3.021182 0
925.152729 3.441550 0
930.129787 3.009014 0
961.982470 3.034842 0
966.604304 3.227470 0
975.468326 3.886316 0
983.221267 3.042383 0
989.920348 3.306910 0
996.814409 3.509434 0
999.866483 3.312934 0
1003.741988 3.050224 0
1018.655522 3.095699 0
1021.329113 2.986726 0
1030.144678 3.230250 0
1030.262061 3.685527 0
1035.000829 3.153195 0
1037.589454 3.800975 0
1042.008934 3.361577 0
1047.487758 3.588094 0
1059.820839 3.082704 0
1064.069181 4.851668 0
1068.865036 4.176869 0
1068.979625 3.763497 0
1069.394777 3.929899 0
1076.036067 3.379958 0
1080.202553 3.074853 0
1080.542444 2.987091 0
1081.949014 2.974590 0
1082.788885 3.533879 0
1082.806723 5.207361 0
1086.479346 5.450138 0
1086.560463 3.221427 0
1086.654852 3.969354 0
1086.797209 3.335251 0
1087.569231 3.414989 0
1087.573256 3.032143 0
1089.372755 2.953073 0
1095.771247 4.165961 0
1097.045885 3.040925 0
1097.055194 2.965396 0
1097.416081 3.356605 0
1097.791275 3.818204 0
1098.334681 4.076731 0
1099.466394 3.061374 0
1100.713412 3.194510 0
1100.864745 3.111356 0
1101.026863 3.102656 0
1104.186294 3.465493 0
1104.381187 3.507499 0
1105.640979 3.319094 0
1106.495913 3.175407 0
1110.678353 3.213177 0
1115.530972 2.966390 0
1119.548284 3.072013 0
1126.529678 2.970116 0
1126.994740 3.360851 0
1127.648991 3.346621 0
1129.519488 3.396053 0
1132.289833 3.144328 0
1137.584185 3.523228 0
1141.182227 3.057618 0
1143.337501 3.076829 0
1145.024877 3.232652 0
1145.656205 3.011589 0
1147.246132 2.960506 0
1148.097999 2.973972 0
1152.753603 2.951217 0
1156.900431 3.343375 0
1159.454693 3.148538 0
1165.715343 3.746908 0
1165.763183 3.036374 0
1166.636660 3.833229 0
1173.313765 3.286926 0
1176.573778 3.187318 0
1177.107955 3.365662 0
1179.778282 3.539938 0
1179.858876 3.152286 0
1182.501478 3.467854 0
1182.986632 2.959195 0
1183.573091 3.715469 0
1184.298870 3.473988 0
1184.526677 3.358292 0
1184.720947 2.998694 0
1186.559573 3.025747 0
1186.917640 3.820040 0
1189.353787 3.320793 0
1189.805725 3.706598 0
1190.876769 3.487480 0
1194.216263 3.455792 0
1194.232759 3.385864 0
1194.285138 3.089754 0
1194.450648 3.019530 0
1194.942707 3.288829 0
1195.087442 3.053022 0
1195.467385 3.702862 0
1195.516075 3.180753 0
1197.191406 3.119897 0
1197.358821 3.351345 0
1197.621309 3.697012 0
1201.655133 3.543059 0
1209.376529 3.142008 0
1210.289750 3.112190 0
1210.905234 3.362755 0
1214.219052 3.049186 0
1219.583282 4.087502 0
1219.920341 3.365958 0
1220.909396 3.700432 0
1223.143512 2.950641 0
1225.538449 3.271119 0
1225.539466 3.100595 0
1226.941413 4.482301 0
1230.608007 3.454473 0
1231.377677 3.042952 0
1232.678325 3.163306 0
1239.331770 4.226344 0
1241.612935 3.699049 0
1241.946429 3.131015 0
1242.133054 3.673412 0
1246.449402 3.292129 0
1250.278016 3.066757 0
1255.923880 3.482877 0
1256.014803 3.680646 0
1257.193411 3.332967 0
1257.335554 3.148912 0
1258.217824 3.056332 0
1258.964715 3.983110 0
1259.652675 3.097907 0
1259.720206 3.638450 0
1260.690120 3.406708 0
1261.491780 3.082113 0
1265.126553 3.726710 0
1269.141091 2.967432 0
1272.368617 3.122488 0
1273.006154 3.108963 0
1276.410322 2.956579 0
1280.967962 3.037879 0
1282.209186 3.520883 0
1282.213348 3.587514 0
1284.065632 2.964470 0
1284.756537 3.502904 0
1285.221120 2.969863 0
1285.978815 3.160259 0
1286.202297 3.147281 0
1286.203106 2.988687 0
1286.206058 3.433276 0
1286.206363 3.414215 0
1286.206525 3.718935 0
1286.212280 3.022915 0
1286.218676 3.188782 0
1286.236307 3.071864 0
1286.468442 3.584021 0
1286.606690 3.103308 0
1286.969956 3.182681 0
1287.969056 3.579744 0
1288.307787 3.585216 0
1288.309567 3.800606 0
1290.887182 3.158949 0
1293.138262 3.228709 0
1293.740690 5.625019 0
1296.711175 2.964974 0
1296.915713 3.137828 0
1305.849332 3.759763 0
1306.328188 3.036298 0
1314.691740 5.411870 0
1314.716389 3.355017 0
1314.922846 3.099240 0
1316.753782 3.411139 0
1317.158021 3.033014 0
1324.108880 3.018912 0
1324.351417 3.133422 0
1327.609642 4.267890 0
1330.969076 3.062598 0
1333.190244 3.128528 0
1335.403795 3.071340 0
1336.583961 3.810764 0
1343.047814 2.964234 0
1344.529705 3.107790 0
1351.139677 3.256929 0
1358.720236 3.749087 0
1358.818307 3.168654 0
1360.327884 3.186209 0
1361.062331 3.380813 0
1368.670047 3.495068 0
1372.659594 3.205772 0
1374.971730 3.845787 0
1382.315483 4.295584 0
1382.834366 3.621196 0
1387.024322 4.755645 0
1389.201581 3.007319 0
1395.179227 3.744709 0
1402.774414 3.534588 0
1407.914014 2.988005 0
1408.343523 3.270739 0
1412.054672 2.973938 0
1414.956247 3.859173 0
1415.835073 3.265129 0
1416.845231 3.006707 0
1418.825032 3.264866 0
1423.985323 2.959227 0
1425.485772 3.107528 0
1433.855934 3.600162 0
1436.804172 3.096731 0
1437.323896 3.022205 0
1440.913780 2.979112 0
1441.559808 3.179552 0
1442.925378 3.121709 0
1443.249311 3.030590 0
1446.815161 4.173286 0
1451.490134 2.970986 0
1455.683685 3.252077 0
1459.580285 4.353623 0
1466.606876 3.164425 0
1474.590439 3.190381 0
1476.178020 3.314581 0
1476.890502 3.098592 0
1478.461441 3.748708 0
1479.659213 3.170724 0
1483.556214 3.549941 0
1483.760671 2.993563 0
1486.632904 3.258091 0
1489.304620 2.977382 0
1496.182000 3.218709 0
1498.224189 3.272883 0
1498.694517 3.331014 0
1504.170507 3.294986 0
1506.326488 2.999484 0
1507.865199 3.010143 0
1507.942005 3.250366 0
1508.314755 3.065978 0
1510.576794 3.020924 0
1512.218870 3.517273 0
1513.233472 3.071520 0
1514.145922 3.300482 0
1514.411981 4.010908 0
1514.501713 3.231413 0
1514.879566 3.021501 0
1516.155172 2.987623 0
1516.616512 2.961671 0
1516.654325 4.412626 0
1517.217089 3.358762 0
1519.896559 3.102294 0
1521.318943 3.144621 0
1521.987955 3.102072 0
1526.237645 3.391418 0
1535.613881 3.029661 0
1538.004965 3.382706 0
1551.446181 3.339589 0
1554.566041 3.156514 0
1555.961588 4.175903 0
1556.801432 3.014236 0
1559.810093 3.126464 0
1565.081312 4.449054 0
1568.501494 3.010865 0
1569.385252 3.245198 0
1578.010383 3.709219 0
1578.083934 3.036067 0
1583.183505 3.325381 0
1586.516200 4.143597 0
1586.560306 4.138970 0
1588.749624 3.185806 0
1594.989341 3.712991 0
1596.835999 3.014808 0
1598.546398 3.242303 0
1599.964428 3.146500 0
1599.966124 3.058986 0
1612.585929 2.980545 0
1614.743907 3.077772 0
1617.696494 3.454162 0
1617.727475 3.669992 0
1617.728941 3.625881 0
1618.642594 2.991588 0
1621.229865 3.119850 0
1634.522506 3.461264 0
1635.040904 3.341349 0
1635.157907 3.058060 0
1636.744230 3.324362 0
1638.620806 3.775342 0
1640.720678 4.096402 0
1643.277653 3.059337 0
1643.377190 2.955726 0
1644.978035 2.956975 0
1646.531257 3.075006 0
1653.748076 3.183584 0
1656.781079 3.167612 0
1657.289601 3.124539 0
1657.387748 3.164679 0
1657.743543 3.611965 0
1658.446400 3.311851 0
1661.908456 3.004087 0
1672.557956 3.135183 0
1675.841760 3.524306 0
1681.955441 3.287615 0
1682.037833 3.316393 0
1682.639031 2.955271 0
1685.177845 3.129606 0
1685.257426 3.363123 0
1688.842125 3.557156 0
1697.012953 3.934556 0
1697.275081 3.236198 0
1697.561051 3.064657 0
1703.034606 3.227027 0
1708.176115 4.286419 0
1708.345145 3.455364 0
1710.404637 2.998340 0
1713.219435 3.038285 0
1714.939286 3.038795 0
1719.527010 3.851584 0
1720.204509 3.050380 0
1724.134648 3.919790 0
1725.438786 2.998817 0
1727.796102 3.435162 0
1729.103704 3.431114 0
1734.377023 3.169716 0
1741.062318 3.654463 0
1741.065212 3.584349 0
1745.026010 3.050801 0
1745.590354 3.226165 0
1745.774146 3.622781 0
1746.151146 3.562755 0
1749.907551 3.479060 0
1751.292084 2.984004 0
1765.162142 3.104533 0
1765.279123 3.166411 0
1771.699929 3.458030 0
1773.156170 3.022082 0
1775.694316 3.056272 0
1775.989766 3.298891 0
1794.333763 3.785994 0
1794.625017 3.565035 0
1805.605428 3.463295 0
1805.686885 4.066402 0
1805.702825 3.019386 0
1806.068701 3.594715 0
1806.071215 3.026478 0
1806.240659 3.481315 0
1807.587844 3.461298 0
1808.657656 3.269523 0
1815.120684 3.614524 0
1818.385858 3.396358 0
1818.743156 3.146248 0
1822.167404 3.082702 0
1822.201472 3.079539 0
1823.167451 3.059603 0
1824.123927 5.604212 0
1828.365716 4.203454 0
1829.418244 2.959641 0
1830.512907 2.999890 0
1839.377858 3.088717 0
1844.954350 4.019511 0
1857.553777 3.073225 0
1857.587219 3.327261 0
1859.519499 3.155629 0
1859.666975 3.255256 0
1859.993112 3.063542 0
1865.199984 3.912896 0
1871.027957 3.263025 0
1872.349748 3.203954 0
1872.512836 2.962810 0
1880.562522 3.232982 0
1891.168101 3.238011 0
1894.121666 3.176345 0
1894.210869 3.040512 0
1896.448662 3.018365 0
1898.903789 4.741468 0
1898.929660 3.458846 0
1900.184606 3.329240 0
1902.881854 3.001684 0
1905.486913 2.966568 0
1909.857274 3.495553 0
1910.271551 3.040467 0
1912.061100 2.971033 0
1919.377568 2.986665 0
1920.431622 3.290392 0
1920.432501 3.058652 0
1920.432576 3.322984 0
1927.368038 3.519792 0
1927.657749 3.586657 0
1936.080233 3.555856 0
1941.269979 3.001430 0
1941.490617 5.526146 0
1942.174481 3.859533 0
1942.228971 3.332303 0
1942.350994 3.790379 0
1943.328311 3.154337 0
1945.108656 3.158255 0
1945.380006 4.207594 0
1946.391029 3.260628 0
1951.897634 3.418688 0
1953.555865 3.119087 0
1954.109347 4.446619 0
1957.733507 4.320869 0
1957.987924 3.012636 0
1958.595301 3.008349 0
1961.252828 3.145558 0
1962.179515 3.737555 0
1962.451553 3.102453 0
1965.764228 3.053148 0
1973.346513 2.961865 0
1974.120749 3.824686 0
1977.059556 3.194775 0
1979.812057 3.597292 0
1980.663380 2.986164 0
1982.100708 2.978432 0
1984.586714 2.980423 0
1986.440936 3.009594 0
1986.547846 4.103833 0
1988.484376 3.579997 0
1990.328300 3.451455 0
1994.523729 3.135546 0
1995.371124 3.147751 0
1996.361491 3.078886 0
1999.827367 3.085458 0
2012.825670 3.307057 0
2014.378594 3.001041 0
2022.737597 3.303502 0
2025.737606 3.027288 0
2034.840192 4.094485 0
2036.091734 3.365888 0
2036.877740 4.183106 0
2039.407281 3.780150 0
2049.925052 4.115381 0
2050.420997 3.005685 0
2050.455168 3.020622 0
2058.631851 3.108606 0
2059.365870 3.554885 0
2059.521773 3.253326 0
2063.496505 3.227474 0
2066.451101 3.072012 0
2071.432469 3.288368 0
2071.438058 3.039909 0
2072.705256 3.780557 0
2073.282584 3.525888 0
2074.341187 3.773090 0
2077.388480 3.897012 0
2088.398119 3.191772 0
2090.842589 3.195379 0
2091.979669 3.137450 0
2095.225109 3.604496 0
2129.241476 3.536387 0
2129.547127 2.987500 0
2131.779347 3.586349 0
2132.111742 2.966306 0
2133.972881 3.083316 0
2134.744448 3.504182 0
2139.238981 3.029534 0
2156.277567 3.260873 0
2158.089800 2.967411 0
2169.221252 3.292632 0
2169.224595 3.091414 0
2171.833024 3.040703 0
2172.029880 3.374656 0
2185.479950 4.908368 0
2193.005752 2.979537 0
2194.176583 3.114748 0
2195.887024 3.426906 0
2201.765561 2.971843 0
2202.000292 3.240623 0
2203.721649 3.144156 0
2203.721801 3.187742 0
2206.047610 3.008289 0
2206.339075 4.047938 0
2211.032122 3.178918 0
2212.949001 3.386859 0
2213.984877 3.641040 0
2223.411634 3.091595 0
2224.801598 6.876362 0
2224.819240 5.186719 0
2224.832226 5.104140 0
2224.839080 5.272418 0
2226.040389 5.757915 0
2227.650159 5.453200 0
2228.172890 5.229614 0
2228.638709 5.490807 0
2228.949579 3.294819 0
2232.932639 3.039920 0
2233.151894 3.092514 0
2234.523197 3.157018 0
2236.213492 2.961650 0
2240.108422 3.232448 0
2247.683080 3.248741 0
2249.804880 2.975260 0
2249.806927 5.354078 0
2250.124711 3.415271 0
2251.507241 3.113519 0
2258.015514 3.083087 0
2263.962528 3.323253 0
2268.960745 3.003226 0
2272.273678 3.252784 0
2274.008433 3.332907 0
2274.991181 3.014207 0
2278.002399 3.657782 0
2278.386554 3.336529 0
2283.538198 3.349254 0
2283.717412 3.104427 0
2291.501325 2.981724 0
2295.920490 3.147946 0
2296.107905 4.043800 0
2298.666910 3.046670 0
2298.832360 3.079579 0
2304.899609 3.560097 0
2307.810252 3.245401 0
2308.663561 3.169040 0
2315.344425 3.962719 0
2316.048626 3.115327 0
2317.437465 3.087629 0
2320.960859 3.249527 0
2325.259034 2.978264 0
2325.534660 3.194248 0
2325.632472 3.028178 0
2326.836678 3.080988 0
2335.219097 3.201944 0
2336.667331 3.044033 0
2351.472803 2.982742 0
2355.629065 3.019200 0
2357.525358 3.422494 0
2358.823756 3.093660 0
2362.809769 4.238127 0
2374.628495 5.053282 0
2375.652016 3.067494 0
2380.648015 3.306156 0
2382.196470 3.258284 0
2382.507153 3.315171 0
2383.992772 3.517488 0
2387.932875 3.014005 0
2394.313911 3.032298 0
2394.330900 3.064836 0
2395.472140 3.232356 0
2395.475576 3.293346 0
2400.547591 3.809612 0
2401.698450 3.574679 0
2404.305597 3.335825 0
2405.985693 3.239777 0
2406.445718 3.672071 0
2412.663928 3.254931 0
2416.957639 3.268307 0
2417.061797 3.003377 0
2417.367145 3.318301 0
2419.763659 2.964746 0
2421.587609 3.105966 0
2421.691096 3.553287 0
2422.277326 3.026331 0
2422.551633 3.018087 0
2423.138491 3.530545 0
2423.993682 3.393015 0
2429.533152 3.797220 0
2429.847363 3.133569 0
2431.642547 3.066966 0
2432.302543 4.142015 0
2440.878006 3.022147 0
2441.942951 3.140043 0
2443.373716 3.007383 0
2446.733263 3.231485 0
2448.215784 3.442532 0
2451.712824 3.484056 0
2453.705211 3.138407 0
2454.235104 3.560998 0
2459.142205 5.742341 0
2459.560675 3.921701 0
2459.862350 4.626308 0
2461.383206 3.825665 0
2461.457414 3.241024 0
2463.076041 3.065085 0
2466.337027 3.131213 0
2469.956260 2.999948 0
2476.978307 3.043407 0
2476.992447 3.349112 0
2477.296487 3.940143 0
2478.723777 3.006593 0
2478.957059 3.193147 0
2482.853220 3.386098 0
2485.183245 3.025089 0
2491.324634 3.262433 0
2492.295476 2.950492 0
2493.333424 3.066146 0
2504.387552 3.214866 0
2504.545652 3.440111 0
2505.387082 3.289101 0
2505.871572 3.450766 0
2506.795222 3.072324 0
2506.797955 3.232495 0
2507.619940 2.972613 0
2507.828289 3.893610 0
2511.612481 4.781651 0
2513.838253 3.608209 0
2521.664815 3.346974 0
2521.913679 3.411697 0
2522.217338 3.036199 0
2522.313014 2.978650 0
2522.319779 4.292205 0
2522.886394 3.167095 0
2529.855310 3.282276 0
2532.552069 3.293212 0
2534.180186 3.013210 0
2534.680390 3.082484 0
2535.668345 3.554094 0
2536.421884 3.075428 0
2539.936030 3.653202 0
2545.738468 2.965242 0
2546.299832 3.051563 0
2546.666319 2.981912 0
2546.694197 5.550405 0
2546.713920 3.127816 0
2547.164466 3.045242 0
2563.924236 2.985035 0
2565.127470 3.039181 0
2565.617154 3.454239 0
2567.850271 3.271006 0
2570.058620 2.957210 0
2575.333120 3.865074 0
2579.188358 3.652002 0
2582.154466 3.153859 0
2588.568997 3.753110 0
2588.733354 3.568994 0
2591.521962 3.025906 0
2592.965369 3.446055 0
2593.764770 3.184527 0
2603.816574 3.854125 0
2605.126962 3.096724 0
2606.703944 3.023310 0
2608.151308 3.891082 0
2610.297037 3.232544 0
2612.113255 4.781771 0
2617.413304 3.283397 0
2621.068277 3.297558 0
2621.319954 3.568622 0
2625.330777 3.292258 0
2625.466948 4.298147 0
2627.609600 3.149412 0
2637.805634 3.124896 0
2640.935817 2.961628 0
2642.670098 3.122718 0
2643.354177 3.265992 0
2644.770634 3.287221 0
2647.581384 3.093488 0
2648.857404 3.669743 0
2653.044831 3.196270 0
2653.045376 3.012264 0
2655.293958 3.105566 0
2655.466179 3.219263 0
2658.975223 3.472271 0
2659.196394 3.349525 0
2659.281473 3.655295 0
2659.283370 3.357030 0
2659.851556 3.687858 0
2660.260163 4.485067 0
2660.882966 3.224419 0
2662.196928 3.640791 0
2667.066108 3.675423 0
2668.132343 3.200102 0
2668.708654 4.001952 0
2669.229494 3.206335 0
2669.438259 3.296666 0
2674.666053 3.005498 0
2678.252579 3.610967 0
2681.735950 2.953135 0
2682.894765 3.684757 0
2682.927885 3.081546 0
2684.288185 3.073533 0
2684.608325 3.240083 0
2684.610260 3.184402 0
2686.090689 3.086446 0
2691.768044 3.162683 0
2692.804227 5.282680 0
2692.905766 4.039506 0
2693.029593 3.570384 0
2697.997766 3.359145 0
2697.998078 3.127792 0
2700.675137 2.994973 0
2701.047873 4.157947 0
2703.135370 3.137433 0
2704.496794 2.967490 0
2708.155653 3.026302 0
2708.540946 3.522096 0
2709.875199 3.077596 0
2710.425615 3.207940 0
2711.278608 4.018379 0
2713.038478 3.453119 0
2717.287259 3.529206 0
2720.927351 3.015002 0
2722.210674 3.252621 0
2723.281749 3.294587 0
2723.286419 3.294815 0
2724.684545 3.131662 0
2725.324591 3.327730 0
2727.030999 3.133558 0
2729.451546 3.084749 0
2731.298013 3.145900 0
2731.456530 4.700235 0
2734.420983 3.895410 0
2735.296726 4.235514 0
2736.834770 2.996247 0
2746.642566 3.356538 0
2748.503204 3.085756 0
2750.573292 3.129329 0
2753.057750 3.367488 0
2758.777726 3.211667 0
2760.388216 3.214348 0
2762.771301 3.069150 0
2766.123498 3.977876 0
2770.128450 3.798882 0
2772.275521 3.121850 0
2775.467178 2.975254 0
2776.324286 3.432563 0
2777.275352 3.184528 0
2777.533341 5.214112 0
2778.711049 4.532172 0
2781.676052 5.646315 0
2782.567860 3.193152 0
2783.438192 3.051125 0
2783.629855 3.139022 0
2785.596560 3.333810 0
2787.466984 3.192757 0
2791.033721 3.267277 0
2791.745168 3.073481 0
2792.661480 3.617697 0
2794.609462 3.555946 0
2794.609921 2.999058 0
2807.135605 3.305084 0
2812.565000 3.550861 0
2814.887414 3.602857 0
2819.521076 3.118241 0
2821.915800 2.963713 0
2827.827755 3.072317 0
2831.501973 3.465812 0
2833.797590 3.333156 0
2834.002080 3.311186 0
2838.141594 3.004680 0
2844.118207 2.971635 0
2844.123865 3.374386 0
2844.316005 3.341111 0
2846.274451 3.428960 0
2848.146958 3.819630 0
2848.828069 3.456317 0
2851.521267 2.983013 0
2852.844925 3.177227 0
2852.853126 5.275693 0
2857.820631 3.780677 0
2858.219249 3.607343 0
2858.563065 3.145664 0
2862.103917 3.030353 0
2863.268817 3.109075 0
2864.903163 3.614029 0
2877.620302 4.105220 0
2882.870637 3.654002 0
2885.821925 3.709644 0
2886.760125 3.050976 0
2887.341549 3.092453 0
2887.647457 3.004071 0
2889.593444 3.840987 0
2889.687640 3.663614 0
2890.055986 3.820250 0
2890.488083 3.093271 0
2892.427880 3.628471 0
2894.115497 4.036306 0
2894.705024 3.084544 0
2895.328196 4.212325 0
2895.485417 3.009939 0
2907.131306 2.977917 0
2907.788307 3.513766 0
2913.300791 3.766772 0
2913.303347 3.123750 0
2915.586691 3.488523 0
2917.104131 3.399781 0
2917.571638 3.074753 0
2920.443220 3.596214 0
2925.881633 3.471453 0
2927.015225 2.965277 0
2931.813289 3.131125 0
2931.914887 3.018211 0
2940.757769 3.295985 0
2941.918363 3.278247 0
2956.639013 3.875832 0
2956.761341 3.009267 0
2962.866856 2.961946 0
2965.466172 2.995583 0
2970.597876 3.879449 0
2971.612391 2.963193 0
2974.665019 3.180961 0
2977.983008 3.634512 0
2980.466126 2.973047 0
2983.623250 4.902679 0
2983.627142 3.009487 0
2983.751387 3.318205 0
2991.132861 3.330859 0
2991.627650 3.503251 0
2992.194233 3.159386 0
2994.418615 3.594159 0
2996.446660 3.404416 0
3006.025454 4.676953 0
3006.045508 4.581910 0
3008.068097 3.460696 0
3009.931517 3.365508 0
3010.616640 3.287303 0
3026.920655 3.895968 0
3032.545903 3.106443 0
3042.926459 2.980660 0
3046.179756 3.405658 0
3048.923090 3.430535 0
3049.657198 3.179307 0
3051.366148 3.677264 0
3053.734196 3.115613 0
3056.442618 3.659772 0
3056.887130 3.150132 0
3057.375178 3.125561 0
3057.495751 4.012479 0
3057.543635 3.185577 0
3075.548022 3.709472 0
3076.424005 3.363806 0
3081.071573 3.348271 0
3082.652869 3.480619 0
3085.235220 3.456931 0
3087.851823 3.061705 0
3091.429726 3.343044 0
3091.767861 3.035540 0
3095.850900 3.075211 0
3102.930779 4.013753 0
3109.941294 3.907060 0
3116.357689 3.325909 0
3116.947562 3.334752 0
3125.636103 3.411086 0
