# Time Magnitude Flag
19525.743549 2.351795 0
19527.037674 2.296468 0
19528.465661 3.997113 0
19528.541554 2.151282 0
19528.717027 2.469264 0
19529.288579 2.699635 0
19530.229782 2.468182 0
19530.396795 2.069666 0
19531.463341 2.075747 0
19531.559955 2.492362 0
19532.576508 2.571869 0
19532.585976 2.900271 0
19533.074525 2.505740 0
19533.499773 2.273810 0
19533.619964 3.046306 0
19534.207704 2.333005 0
19535.586843 2.084005 0
19535.663441 3.260657 0
19537.682175 2.444104 0
19538.119074 2.301608 0
19538.637439 2.461181 0
19539.037097 2.181903 0
19539.130253 2.056155 0
19540.574175 2.083691 0
19541.190770 3.095279 0
19541.322706 3.046777 0
19542.054852 2.776778 0
19542.741918 2.142349 0
19543.724233 2.110199 0
19544.683253 2.079141 0
19545.772020 3.524223 0
19546.096552 2.911156 0
19546.525072 3.966549 0
19546.588289 2.319790 0
19547.146973 2.063211 0
19547.269190 2.158531 0
19549.779617 2.195513 0
19549.828792 2.238745 0
19550.623175 3.612239 0
19550.722575 2.275207 0
19551.293036 2.548110 0
19551.739752 2.448571 0
19552.324632 3.109421 0
19553.492676 3.025793 0
19554.207734 2.474826 0
19554.292734 2.238775 0
19554.538145 3.830485 0
19554.680153 3.211504 0
19554.736624 2.279503 0
19555.574017 2.212792 0
19556.364385 2.069459 0
19556.568057 2.097606 0
19556.687472 2.600263 0
19557.455631 3.168518 0
19557.456938 2.260241 0
19557.458943 2.655202 0
19557.636265 2.661999 0
19558.385711 2.163177 0
19559.230328 2.254174 0
19560.411287 2.515968 0
19560.639637 2.498973 0
19561.061745 2.658229 0
19562.305325 2.090144 0
19563.401598 2.793810 0
19565.014411 2.247218 0
19565.889970 2.240342 0
19567.689362 2.878174 0
19567.733564 2.124629 0
19567.757519 3.197595 0
19569.306429 2.126475 0
19570.650056 2.680100 0
19571.467030 2.195019 0
19572.504193 3.372651 0
19572.511897 2.335332 0
19572.821117 2.287707 0
19572.975619 2.227711 0
19575.819748 2.630619 0
19576.227963 2.327549 0
19576.228950 2.054024 0
19577.580035 2.240019 0
19578.576807 2.733079 0
19580.416627 2.296497 0
19580.479975 2.080265 0
19581.870079 2.084357 0
19584.049459 2.545953 0
19585.434528 2.962513 0
19585.483683 2.916865 0
19586.262880 2.555801 0
19586.274656 2.887537 0
19586.916670 2.977402 0
19588.187476 2.465187 0
19590.266777 2.946575 0
19590.298006 2.328193 0
19590.518910 2.062763 0
19592.305365 2.574708 0
19593.031789 2.467722 0
19596.313833 2.135360 0
19596.471147 2.789474 0
19598.321116 2.200483 0
19599.116108 2.112159 0
19600.815940 2.067886 0
19601.360788 3.261046 0
19602.586566 3.447539 0
19602.648499 2.118663 0
19606.174434 2.696735 0
19606.204669 2.085929 0
19606.420980 2.180083 0
19606.421365 2.351176 0
19606.674921 2.083911 0
19606.908750 2.639589 0
19606.965978 2.316781 0
19610.017669 2.354483 0
19612.834348 2.874742 0
19612.872939 2.107126 0
19613.801985 2.484407 0
19613.963356 2.769465 0
19614.390929 2.178087 0
19614.809573 2.704278 0
19615.268208 3.551289 0
19616.856449 2.366583 0
19617.526403 2.119756 0
19620.011336 2.709024 0
19620.635340 2.074987 0
19620.726426 2.253426 0
19620.924219 2.279711 0
19621.053032 2.053378 0
19621.195293 2.443456 0
19623.237529 2.052012 0
19625.231759 3.627291 0
19627.997965 3.708131 0
19628.387338 2.830840 0
19628.602020 2.185021 0
19628.604027 4.340071 0
19628.604837 2.527129 0
19628.604892 2.632067 0
19628.605145 2.239557 0
19628.628176 2.725025 0
19628.714632 2.444424 0
19628.825918 2.256345 0
19629.826186 2.654604 0
19630.396922 3.038972 0
19631.717473 2.191147 0
19633.519652 2.758588 0
19635.246622 2.135687 0
19635.795855 2.083448 0
19638.285969 2.254522 0
19638.853522 2.111922 0
19640.748074 2.432638 0
19640.764884 3.187116 0
19640.945002 2.977450 0
19641.474155 2.327293 0
19642.241421 2.277026 0
19643.218186 2.648244 0
19644.343646 2.894583 0
19649.170803 2.232292 0
19649.744823 2.099398 0
19650.118640 3.095551 0
19651.590323 2.396629 0
19651.818601 2.216249 0
19652.617944 2.938681 0
19652.852005 2.249082 0
19654.249286 2.935632 0
19654.993564 3.573245 0
19655.030751 2.100904 0
19657.214609 2.059600 0
19658.242054 2.328630 0
19658.559293 2.929169 0
19659.338601 2.713798 0
19659.373134 2.511877 0
19659.759601 2.071039 0
19659.987995 2.097516 0
19661.191105 2.059900 0
19662.394719 2.579950 0
19662.529458 2.099354 0
19663.169383 2.675143 0
19664.450863 3.115475 0
19664.584263 2.237084 0
19664.843666 2.856263 0
19670.593741 2.124726 0
19671.229935 3.075826 0
19671.479889 2.159763 0
19672.652465 2.156026 0
19672.852209 2.134852 0
19673.938258 2.151758 0
19675.785310 2.650842 0
19679.367200 2.491025 0
19679.494556 2.618697 0
19680.426372 2.609311 0
19680.627072 2.189348 0
19681.319527 2.074652 0
19682.687184 2.171379 0
19683.149264 2.628706 0
19685.828347 2.167839 0
19685.864309 2.292442 0
19685.894253 2.116312 0
19686.249091 2.443695 0
19689.200551 2.350819 0
19691.770198 2.404880 0
19691.988110 2.143472 0
19694.249770 2.200563 0
19694.708324 3.260480 0
19695.345686 2.730505 0
19695.982725 3.180359 0
19698.416873 2.700160 0
19700.567601 2.359238 0
19702.592977 2.824282 0
19703.054265 2.374390 0
19703.355494 2.062347 0
19703.384926 3.032857 0
19705.577950 3.511035 0
19707.350699 2.226925 0
19708.551769 2.064052 0
19709.700241 2.136537 0
19711.745466 2.450326 0
19711.841157 3.726727 0
19714.963553 3.753924 0
19717.823398 2.329220 0
19717.825282 2.093353 0
19718.408046 2.188846 0
19718.574868 2.719937 0
19719.084045 2.225078 0
19719.634309 2.632391 0
19719.978988 2.105153 0
19720.532296 2.197326 0
19721.636615 2.472985 0
19723.295904 5.530315 0
19723.297519 4.617741 0
19723.298721 5.919672 0
19723.298872 7.565602 0
19723.299280 2.188802 1
19723.299829 2.733994 1
19723.300192 5.662578 0
19723.300219 2.363231 1
19723.300328 2.546794 1
19723.300405 3.195144 1
19723.300429 2.099795 1
19723.300444 2.068328 1
19723.300447 2.195712 1
19723.300480 2.359061 1
19723.300496 2.368818 1
19723.300565 2.495495 1
19723.300570 2.271835 1
19723.300580 2.281766 1
19723.300624 2.249423 1
19723.300644 2.757214 1
19723.300650 2.713810 1
19723.300678 2.440915 1
19723.300711 2.240537 1
19723.300747 2.391683 1
19723.300773 2.148634 1
19723.300821 2.288653 1
19723.300839 2.831122 1
19723.300842 2.075756 1
19723.300875 2.869399 1
19723.300898 2.084415 1
19723.300926 2.382880 1
19723.300929 2.128362 1
19723.300934 3.505911 1
19723.300953 2.508964 1
19723.300970 2.647934 1
19723.300984 2.270914 1
19723.301001 2.762871 1
19723.301013 2.234205 1
19723.301032 2.500175 1
19723.301037 2.285361 1
19723.301071 2.221584 1
19723.301122 2.681478 1
19723.301162 3.118191 1
19723.301187 3.371962 1
19723.301243 2.236530 1
19723.301292 3.145226 1
19723.301300 2.508669 1
19723.301301 2.176598 1
19723.301358 2.400376 1
19723.301464 2.109066 1
19723.301501 2.644098 1
19723.301595 2.431756 1
19723.301625 2.258529 1
19723.301626 2.296609 1
19723.301640 2.504718 1
19723.301640 3.037230 1
19723.301640 2.139462 1
19723.301658 2.261493 1
19723.301698 2.156300 1
19723.301759 2.842215 1
19723.301791 2.239065 1
19723.301835 2.153137 1
19723.301842 2.137787 1
19723.301852 2.443488 1
19723.301874 2.419946 1
19723.301883 3.430540 1
19723.301923 3.042016 1
19723.301935 2.134421 1
19723.301939 2.499977 1
19723.301960 2.207705 1
19723.301966 2.136736 1
19723.301976 2.528955 1
19723.302035 2.084027 1
19723.302093 3.483913 1
19723.302105 2.562457 1
19723.302112 2.166281 1
19723.302123 2.552452 1
19723.302133 2.911890 1
19723.302170 3.129237 1
19723.302262 2.119303 1
19723.302278 2.504320 1
19723.302307 2.101728 1
19723.302338 2.133272 1
19723.302363 2.339654 1
19723.302370 2.521762 1
19723.302371 2.113498 1
19723.302409 2.216005 1
19723.302476 2.381596 1
19723.302488 3.004890 1
19723.302500 2.189367 1
19723.302523 2.668268 1
19723.302537 2.849499 1
19723.302553 2.591474 1
19723.302630 2.350167 1
19723.302634 2.485852 1
19723.302658 2.141155 1
19723.302684 2.229401 1
19723.302696 2.934719 1
19723.302721 3.066991 1
19723.302747 4.823313 0
19723.302747 2.657679 1
19723.302747 2.230769 1
19723.302778 2.221039 1
19723.302788 2.586356 1
19723.302796 2.082868 1
19723.302800 3.281098 1
19723.302814 2.075480 1
19723.302831 2.514499 1
19723.302838 2.236512 1
19723.302841 2.119304 1
19723.302845 2.712001 1
19723.302849 2.094870 1
19723.302851 2.160221 1
19723.302867 2.101104 1
19723.302871 2.341433 1
19723.302895 2.292537 1
19723.302923 2.054000 1
19723.302949 2.084075 1
19723.302955 3.439971 1
19723.302960 2.159234 1
19723.302970 2.598907 1
19723.302973 2.454762 1
19723.302989 2.100389 1
19723.303000 3.663516 1
19723.303004 2.488061 1
19723.303005 3.231240 1
19723.303007 2.054574 1
19723.303011 3.537457 1
19723.303020 3.519575 1
19723.303024 2.336654 1
19723.303033 2.400958 1
19723.303047 2.053548 1
19723.303048 2.303407 1
19723.303054 2.202803 1
19723.303058 2.151678 1
19723.303062 2.175570 1
19723.303065 2.123179 1
19723.303069 2.565626 1
19723.303078 2.307640 1
19723.303078 2.224761 1
19723.303112 2.121600 1
19723.303112 3.640865 1
19723.303117 2.089739 1
19723.303129 2.135630 1
19723.303130 2.683013 1
19723.303131 3.168171 1
19723.303134 3.346134 1
19723.303146 3.334076 1
19723.303152 2.321264 1
19723.303166 3.550757 1
19723.303168 2.595312 1
19723.303176 2.186140 1
19723.303180 2.519904 1
19723.303181 2.129310 1
19723.303190 2.598313 1
19723.303201 2.232774 1
19723.303208 2.184555 1
19723.303216 2.271944 1
19723.303221 3.188123 1
19723.303234 2.182713 1
19723.303239 2.260443 1
19723.303255 2.348488 1
19723.303260 2.294624 1
19723.303274 2.483068 1
19723.303283 2.210147 1
19723.303286 2.397674 1
19723.303297 2.947171 1
19723.303299 2.126751 1
19723.303305 2.804954 1
19723.303308 2.172948 1
19723.303312 2.389800 1
19723.303314 2.251462 1
19723.303315 2.403316 1
19723.303325 3.063344 1
19723.303333 2.168219 1
19723.303338 2.177121 1
19723.303348 2.560973 1
19723.303352 2.121676 1
19723.303356 2.926174 1
19723.303361 2.198770 1
19723.303365 2.466662 1
19723.303373 3.095565 1
19723.303377 2.611201 1
19723.303378 2.162040 1
19723.303378 2.194292 1
19723.303389 2.362729 1
19723.303417 2.134497 1
19723.303427 2.197851 1
19723.303448 5.044049 0
19723.303451 2.141750 1
19723.303467 2.394650 1
19723.303470 3.393364 1
19723.303473 2.273322 1
19723.303475 2.970215 1
19723.303478 2.190660 1
19723.303479 2.125663 1
19723.303485 2.947745 1
19723.303486 2.552968 1
19723.303494 3.985242 1
19723.303494 2.624084 1
19723.303502 2.145336 1
19723.303504 3.401754 1
19723.303523 2.120472 1
19723.303530 2.974945 1
19723.303537 2.316755 1
19723.303543 2.099506 1
19723.303544 2.330346 1
19723.303545 2.126951 1
19723.303553 2.191738 1
19723.303556 2.746514 1
19723.303559 2.249881 1
19723.303560 3.059096 1
19723.303561 2.966689 1
19723.303564 2.547195 1
19723.303565 2.051277 1
19723.303566 2.694214 1
19723.303567 2.681534 1
19723.303568 2.466777 1
19723.303590 2.864087 1
19723.303602 2.395784 1
19723.303610 2.166245 1
19723.303636 2.685489 1
19723.303636 2.462388 1
19723.303636 2.088579 1
19723.303637 2.545340 1
19723.303645 2.637376 1
19723.303646 2.215415 1
19723.303651 2.073343 1
19723.303652 2.458810 1
19723.303653 2.249909 1
19723.303663 2.284888 1
19723.303665 3.010593 1
19723.303667 2.826334 1
19723.303667 3.028985 1
19723.303685 2.064426 1
19723.303690 2.236654 1
19723.303691 2.068288 1
19723.303695 2.284242 1
19723.303699 2.229175 1
19723.303699 2.415907 1
19723.303706 2.159094 1
19723.303711 2.362833 1
19723.303731 2.119712 1
19723.303732 2.868420 1
19723.303733 2.131921 1
19723.303735 2.302631 1
19723.303741 3.101499 1
19723.303741 2.871710 1
19723.303758 2.324220 1
19723.303774 2.105897 1
19723.303779 2.700463 1
19723.303785 2.525357 1
19723.303790 2.823565 1
19723.303796 2.223780 1
19723.303800 2.648929 1
19723.303805 2.541917 1
19723.303809 2.092781 1
19723.303814 2.542016 1
19723.303817 2.172185 1
19723.303831 2.441652 1
19723.303834 2.488841 1
19723.303842 2.595805 1
19723.303843 2.115399 1
19723.303844 2.127219 1
19723.303844 3.291933 1
19723.303847 2.807645 1
19723.303848 2.129187 1
19723.303850 2.288511 1
19723.303854 2.761511 1
19723.303865 2.091896 1
19723.303871 2.197882 1
19723.303874 2.524154 1
19723.303892 2.525685 1
19723.303904 2.220864 1
19723.303911 3.129696 1
19723.303920 2.441224 1
19723.303934 2.052824 1
19723.303936 2.323565 1
19723.303936 2.220078 1
19723.303938 2.145573 1
19723.303943 2.615662 1
19723.303969 2.384967 1
19723.303971 3.349631 1
19723.303975 2.800922 1
19723.303988 2.284480 1
19723.303990 2.386984 1
19723.304006 3.425272 1
19723.304008 2.247582 1
19723.304008 3.033852 1
19723.304009 3.314700 1
19723.304015 2.332812 1
19723.304019 3.439758 1
19723.304020 2.856373 1
19723.304021 2.208716 1
19723.304032 2.578850 1
19723.304035 2.457563 1
19723.304036 2.133233 1
19723.304044 5.075992 0
19723.304054 2.251159 1
19723.304057 2.116023 1
19723.304069 2.253778 1
19723.304073 2.415899 1
19723.304075 3.362838 1
19723.304082 2.175566 1
19723.304086 2.115345 1
19723.304097 2.569795 1
19723.304100 2.157996 1
19723.304104 2.408830 1
19723.304116 3.150144 1
19723.304124 2.277595 1
19723.304141 2.270756 1
19723.304142 3.395135 1
19723.304143 2.172271 1
19723.304149 2.969548 1
19723.304152 2.055448 1
19723.304184 2.299631 1
19723.304193 2.133274 1
19723.304196 2.096755 1
19723.304208 2.142013 1
19723.304217 2.829779 1
19723.304223 2.161200 1
19723.304224 2.075826 1
19723.304226 2.074696 1
19723.304232 3.868182 1
19723.304235 2.086620 1
19723.304238 2.662101 1
19723.304239 2.853695 1
19723.304251 2.518284 1
19723.304251 2.360442 1
19723.304257 2.103626 1
19723.304267 3.501636 1
19723.304275 2.200606 1
19723.304300 2.117366 1
19723.304321 2.371145 1
19723.304326 3.531516 1
19723.304329 2.435494 1
19723.304329 2.317390 1
19723.304350 2.664358 1
19723.304358 2.406058 1
19723.304362 2.194369 1
19723.304362 2.237833 1
19723.304364 2.660906 1
19723.304376 2.174075 1
19723.304384 2.133249 1
19723.304385 2.578905 1
19723.304386 2.650292 1
19723.304392 3.372598 1
19723.304397 2.052214 1
19723.304398 2.654863 1
19723.304400 2.091808 1
19723.304420 2.238765 1
19723.304429 2.571870 1
19723.304436 2.630218 1
19723.304437 2.084191 1
19723.304438 2.608738 1
19723.304443 2.494262 1
19723.304446 3.166856 1
19723.304472 2.701823 1
19723.304488 2.415549 1
19723.304524 2.202536 1
19723.304531 2.116577 1
19723.304534 2.203560 1
19723.304539 2.074106 1
19723.304542 2.276758 1
19723.304554 3.525928 1
19723.304556 4.013042 0
19723.304660 6.123303 0
19723.304670 2.319215 1
19723.304671 2.195294 1
19723.304693 2.189477 1
19723.304705 2.510043 1
19723.304715 2.651769 1
19723.304758 3.285441 1
19723.304768 2.351482 1
19723.304774 2.337234 1
19723.304774 2.327566 1
19723.304779 2.363626 1
19723.304780 3.332037 1
19723.304797 2.128496 1
19723.304813 3.130993 1
19723.304867 2.830883 1
19723.304876 2.179806 1
19723.304898 2.099194 1
19723.304908 2.598352 1
19723.304917 2.744666 1
19723.304929 3.256428 1
19723.304931 2.396917 1
19723.304964 2.396753 1
19723.304986 2.248166 1
19723.305001 2.367116 1
19723.305031 3.803618 1
19723.305036 2.092978 1
19723.305059 2.339850 1
19723.305060 2.090418 1
19723.305079 2.179804 1
19723.305080 2.105182 1
19723.305082 3.464609 1
19723.305089 2.420912 1
19723.305100 2.124317 1
19723.305103 3.306089 1
19723.305111 2.212394 1
19723.305114 2.076807 1
19723.305132 2.057905 1
19723.305174 2.147352 1
19723.305198 2.388497 1
19723.305211 2.061324 1
19723.305215 3.717756 1
19723.305226 2.869405 1
19723.305229 2.224780 1
19723.305229 2.136153 1
19723.305253 2.537549 1
19723.305258 2.125450 1
19723.305265 2.105150 1
19723.305280 2.457141 1
19723.305289 2.255636 1
19723.305290 2.113375 1
19723.305291 2.415907 1
19723.305293 2.102525 1
19723.305295 2.671888 1
19723.305308 2.443074 1
19723.305312 2.141279 1
19723.305333 4.690266 0
19723.305353 2.425811 1
19723.305362 2.671091 1
19723.305369 2.466133 1
19723.305391 2.252705 1
19723.305391 2.714855 1
19723.305393 2.169827 1
19723.305402 2.460586 1
19723.305403 2.280648 1
19723.305435 2.927796 1
19723.305454 3.164870 1
19723.305458 2.086286 1
19723.305463 2.368518 1
19723.305468 2.252289 1
19723.305491 3.107738 1
19723.305495 2.468461 1
19723.305510 2.107701 1
19723.305518 3.040437 1
19723.305518 2.456085 1
19723.305524 2.878508 1
19723.305541 2.677563 1
19723.305542 3.269051 1
19723.305549 2.193374 1
19723.305553 2.298866 1
19723.305555 2.527766 1
19723.305556 2.407410 1
19723.305565 3.361005 1
19723.305571 3.289781 1
19723.305572 2.431988 1
19723.305580 2.484025 1
19723.305583 2.689561 1
19723.305583 2.079816 1
19723.305604 2.145586 1
19723.305621 2.292570 1
19723.305631 2.138254 1
19723.305632 2.456140 1
19723.305633 2.133436 1
19723.305641 2.072071 1
19723.305642 2.200610 1
19723.305648 2.930488 1
19723.305656 3.581599 1
19723.305665 2.125489 1
19723.305680 2.221426 1
19723.305684 3.440354 1
19723.305687 2.830996 1
19723.305695 2.184984 1
19723.305712 2.099516 1
19723.305717 2.424692 1
19723.305731 2.285276 1
19723.305747 2.863891 1
19723.305770 2.135398 1
19723.305770 2.720898 1
19723.305783 2.412004 1
19723.305792 2.272626 1
19723.305796 2.850800 1
19723.305803 3.459584 1
19723.305804 2.126982 1
19723.305810 2.207755 1
19723.305811 2.994642 1
19723.305811 2.524702 1
19723.305816 2.083619 1
19723.305816 2.543879 1
19723.305817 2.320877 1
19723.305820 2.464784 1
19723.305824 3.774800 1
19723.305829 3.330205 1
19723.305831 2.638085 1
19723.305838 2.475890 1
19723.305841 2.686271 1
19723.305847 2.267677 1
19723.305854 2.285068 1
19723.305859 2.150947 1
19723.305860 2.446224 1
19723.305862 2.567507 1
19723.305869 2.921823 1
19723.305878 2.141007 1
19723.305879 2.127320 1
19723.305891 2.383717 1
19723.305893 2.267606 1
19723.305899 2.549093 1
19723.305900 3.810124 1
19723.305947 2.141342 1
19723.305949 2.261977 1
19723.305965 4.125903 0
19723.306576 4.151112 0
19723.306850 4.845329 0
19723.306867 2.546725 1
19723.306889 2.609583 1
19723.306892 3.713083 1
19723.306919 3.273851 1
19723.306929 2.164838 1
19723.306940 2.234526 1
19723.306964 2.069469 1
19723.307012 2.425848 1
19723.307031 2.324013 1
19723.307040 2.335343 1
19723.307055 2.279845 1
19723.307107 2.351885 1
19723.307117 2.292430 1
19723.307138 2.483468 1
19723.307161 2.806091 1
19723.307174 2.311932 1
19723.307184 2.237080 1
19723.307197 2.133698 1
19723.307220 2.331879 1
19723.307250 3.150667 1
19723.307252 2.091787 1
19723.307269 2.474145 1
19723.307269 2.323827 1
19723.307276 2.164792 1
19723.307291 3.709708 1
19723.307299 2.329705 1
19723.307325 2.107018 1
19723.307327 2.050131 1
19723.307337 3.740767 1
19723.307351 2.083449 1
19723.307358 2.175345 1
19723.307365 3.002212 1
19723.307374 2.277924 1
19723.307380 3.053005 1
19723.307380 2.726853 1
19723.307383 2.621187 1
19723.307395 2.336880 1
19723.307395 2.093325 1
19723.307419 2.243711 1
19723.307420 2.168797 1
19723.307422 2.886545 1
19723.307437 2.610876 1
19723.307439 2.130960 1
19723.307439 2.064335 1
19723.307442 2.645139 1
19723.307447 3.455938 1
19723.307470 2.549220 1
19723.307501 2.328171 1
19723.307509 2.165162 1
19723.307521 2.926476 1
19723.307523 2.382092 1
19723.307525 2.582910 1
19723.307528 2.194888 1
19723.307563 2.818109 1
19723.307578 2.253991 1
19723.307583 2.181565 1
19723.307600 3.325842 1
19723.307635 2.942721 1
19723.307649 2.288951 1
19723.307658 2.120169 1
19723.307682 2.638235 1
19723.307683 2.249382 1
19723.307743 2.996850 1
19723.307767 2.689987 1
19723.307768 2.944844 1
19723.307812 2.168037 1
19723.307814 3.666268 1
19723.307816 2.164600 1
19723.307824 2.361343 1
19723.307853 2.446325 1
19723.307867 2.200193 1
19723.307878 2.106765 1
19723.307882 2.743703 1
19723.307919 2.175134 1
19723.307925 2.302569 1
19723.307943 3.594995 1
19723.307943 2.118663 1
19723.307949 2.402565 1
19723.307953 2.262646 1
19723.307983 2.105148 1
19723.307984 2.666925 1
19723.308050 2.770064 1
19723.308066 2.253513 1
19723.308067 2.068274 1
19723.308093 2.355544 1
19723.308097 2.391923 1
19723.308130 2.226946 1
19723.308133 2.130492 1
19723.308179 4.344771 0
19723.308183 2.206615 1
19723.308217 2.429148 1
19723.308219 2.159482 1
19723.308236 2.668873 1
19723.308268 2.967573 1
19723.308268 2.096628 1
19723.308290 2.123441 1
19723.308292 2.189351 1
19723.308343 2.201417 1
19723.308448 2.149132 1
19723.308483 2.187045 1
19723.308542 2.073754 1
19723.308552 2.632348 1
19723.308586 2.918494 1
19723.308599 2.379708 1
19723.308606 2.445246 1
19723.308645 2.253403 1
19723.308649 2.309151 1
19723.308661 2.312541 1
19723.308681 2.075755 1
19723.308682 3.051103 1
19723.308685 2.387976 1
19723.308688 2.309345 1
19723.308702 2.336083 1
19723.308717 2.575449 1
19723.308717 2.054037 1
19723.308730 2.101980 1
19723.308738 3.360631 1
19723.308749 2.609449 1
19723.308816 2.217923 1
19723.308818 2.086724 1
19723.308821 2.156985 1
19723.308827 2.578728 1
19723.308845 2.647049 1
19723.308866 2.117796 1
19723.308877 2.595678 1
19723.308877 2.139647 1
19723.308924 2.193038 1
19723.308934 2.647908 1
19723.308936 3.784145 0
19723.308942 3.129122 1
19723.308947 3.666303 1
19723.308959 2.578722 1
19723.308995 2.757078 1
19723.309005 2.922622 1
19723.309015 2.198666 1
19723.309042 2.606690 1
19723.309061 2.253424 1
19723.309074 2.159738 1
19723.309082 2.080634 1
19723.309102 2.177509 1
19723.309107 3.056891 1
19723.309142 2.975996 1
19723.309146 3.134987 1
19723.309148 2.357165 1
19723.309165 2.352791 1
19723.309173 2.391086 1
19723.309176 2.130697 1
19723.309192 2.185874 1
19723.309212 2.384137 1
19723.309221 2.254812 1
19723.309227 2.114671 1
19723.309228 3.945694 1
19723.309245 3.418917 1
19723.309257 2.069761 1
19723.309286 2.274565 1
19723.309304 2.250323 1
19723.309338 3.008422 1
19723.309360 2.412768 1
19723.309372 2.094952 1
19723.309384 2.277621 1
19723.309386 2.072672 1
19723.309387 2.199546 1
19723.309392 2.460867 1
19723.309393 2.117727 1
19723.309411 2.694189 1
19723.309411 2.344968 1
19723.309418 2.190311 1
19723.309441 2.591938 1
19723.309453 2.522917 1
19723.309454 2.201232 1
19723.309460 2.664540 1
19723.309512 4.081928 0
19723.309522 3.291716 1
19723.309582 2.221915 1
19723.309615 2.391939 1
19723.309658 2.090144 1
19723.309688 3.085222 1
19723.309802 2.884657 1
19723.309839 3.154076 1
19723.309840 2.231802 1
19723.309849 2.612043 1
19723.309866 3.466392 1
19723.310026 3.512454 1
19723.310109 2.649680 1
19723.310118 2.485432 1
19723.310127 3.032558 1
19723.310129 2.403861 1
19723.310331 2.635590 1
19723.310421 2.135344 1
19723.310433 2.173917 1
19723.310499 3.398432 1
19723.310595 2.159088 1
19723.310774 2.174098 1
19723.310823 2.646911 1
19723.311015 2.179965 1
19723.311074 2.281581 1
19723.311143 2.231464 1
19723.311174 2.116516 1
19723.311207 2.404875 1
19723.311223 2.073758 1
19723.311234 2.329562 1
19723.311266 4.545905 0
19723.311292 2.696177 1
19723.311297 2.193554 1
19723.311311 2.176894 1
19723.311450 2.180348 1
19723.311500 2.583623 1
19723.311563 2.507465 1
19723.311660 2.566182 1
19723.311821 2.273727 1
19723.311838 2.555653 1
19723.311838 4.695678 0
19723.311872 2.100462 1
19723.311933 2.179994 1
19723.311950 2.272353 1
19723.311971 2.166730 1
19723.312007 2.149995 1
19723.312013 2.075878 1
19723.312015 2.455129 1
19723.312016 2.594364 1
19723.312102 2.489699 1
19723.312121 2.315842 1
19723.312144 2.906790 1
19723.312177 2.122043 1
19723.312201 2.326502 1
19723.312251 2.409137 1
19723.312267 2.291345 1
19723.312290 2.552423 1
19723.312298 2.603642 1
19723.312329 2.428301 1
19723.312373 3.625713 1
19723.312380 2.225836 1
19723.312437 2.079000 1
19723.312466 2.128350 1
19723.312475 2.388940 1
19723.312514 2.123534 1
19723.312515 2.193171 1
19723.312527 2.659427 1
19723.312549 2.125441 1
19723.312555 2.990165 1
19723.312558 2.112337 1
19723.312558 2.700236 1
19723.312638 2.346053 1
19723.312640 2.608863 1
19723.312647 2.443372 1
19723.312666 2.262670 1
19723.312762 2.552332 1
19723.312796 3.396129 1
19723.312850 2.996844 1
19723.312866 2.081937 1
19723.312922 2.172300 1
19723.313014 2.218942 1
19723.313043 2.080847 1
19723.313084 2.226997 1
19723.313108 2.871784 1
19723.313193 3.667723 0
19723.313698 3.832710 0
19723.314263 4.102937 0
19723.314387 4.694386 0
19723.314387 2.340750 1
19723.314392 2.602647 1
19723.314394 2.638842 1
19723.314396 2.195309 1
19723.314400 2.086221 1
19723.314401 2.445336 1
